Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;age;country-1;country-text;country-other;sex-1;sex-2;sex-3;sex-text;sex-other;education-1;education-2;education-3;education-4;education-5;education-text;education-other;occupation-1;occupation-2;occupation-3;occupation-4;occupation-5;occupation-text;occupation-other;mental_health_disorder_yes_no-1;mental_health_disorder_yes_no-text;mental_health_disorder_yes_no-other;ethnicity-1;ethnicity-2;ethnicity-3;ethnicity-4;ethnicity-text;ethnicity-other;END QUESTIONNAIRE
1;1679480966698;22/03/2023 10:29:26;1679480966756;0;22/03/2023 10:29:26;74063;40;questionnaire-s5wi;;28325599;4y6n3gj3;8414183;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 111.0.1661.44;1536x864;1479x754;Space Task Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;27;United Kingdom;;;;Female;;;;;;;Master's Degree;;;;Full time employment;;;;;;;;Anxiety;Yes (please specify);White;;;;;;29499
1;1679670116500;24/03/2023 15:01:56;1679670116248;0;24/03/2023 15:01:56;74063;40;questionnaire-s5wi;;28399207;hj6teklq;8436674;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1280x720;1280x601;Space Task Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;22;United Kingdom;;;;;Non-binary;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;14242
1;1679684705501;24/03/2023 19:05:05;1679684705213;0;24/03/2023 19:05:05;74063;40;questionnaire-s5wi;;28406120;jvgwa340;8439314;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 16.2;820x1180;1180x713;Social_Task_Done;;;Demographics;9;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;19;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;White;;;;;;51364
1;1679745643979;25/03/2023 12:00:43;1679745643894;0;25/03/2023 12:00:43;74063;40;questionnaire-s5wi;;28416692;w5e96wb9;8442431;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 110.0;1280x800;1280x616;Social_Task_Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;20;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;White;;;;;;19508
1;1679786499475;25/03/2023 23:21:39;1679786499286;0;25/03/2023 23:21:39;74063;40;questionnaire-s5wi;;28424873;fqu6fpqp;8445144;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.6;1440x900;1440x820;CEQ__cannabis_user_done;;;Demographics;9;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;17;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;;;;;Pakistani;Other ethnic group (please specify);51322
1;1679846022944;26/03/2023 15:53:42;1679846022092;1;26/03/2023 16:53:42;74063;40;questionnaire-s5wi;;28435765;qxizh3xm;8448220;;complete;;;computer;Desktop or Laptop;Chromium OS 14541.0.0;Chrome 110.0.0.0;1366x768;1366x768;Social_Task_Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;20;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;White;;;;;;46245
1;1679854678024;26/03/2023 18:17:58;1679854677922;1;26/03/2023 19:17:57;74063;40;questionnaire-s5wi;;28438507;ea726gtn;8448851;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 108.0.0.0;1440x900;1440x789;Social_Task_Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;19;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;;ptsd ;Yes (please specify);White;;;;;;19183
1;1679917263821;27/03/2023 11:41:03;1679917263731;1;27/03/2023 12:41:03;74063;40;questionnaire-s5wi;;28456817;snpwlrgd;8454010;;live;;;computer;Desktop or Laptop;Windows 10;Edge 111.0.1661.51;1280x768;1280x657;CEQ__cannabis_user_done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;28;United Kingdom;;;;;Non-binary;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;;Depression, generalised anxiety disorder;Yes (please specify);White;;;;;;40691
1;1679918414946;27/03/2023 12:00:14;1679918414789;1;27/03/2023 13:00:14;74063;40;questionnaire-s5wi;;28457370;0ezgf1fi;8454163;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1680x1050;1680x939;Social_Task_Done;;;Demographics;9;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;30;United Kingdom;;;;Female;;;;;;;Master's Degree;;;;;;;Student;;;;No;;;White;;;;;;23942
1;1679921483043;27/03/2023 12:51:23;1679921483296;1;27/03/2023 13:51:23;74063;40;questionnaire-s5wi;;28459027;hjcjxvo8;8454601;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;3072x1728;1982x922;Social_Task_Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;28;United Kingdom;;;Male;;;;;;High School;;;;;;Full time employment;;;;;;;No;;;White;;;;;;19540
1;1679924135219;27/03/2023 13:35:35;1679924134836;1;27/03/2023 14:35:34;74063;40;questionnaire-s5wi;;28460396;ir5qp84j;8455072;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 109.0.0.0;1440x900;1440x707;Space Task Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;21;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;29223
1;1679927487001;27/03/2023 14:31:27;1679927486892;1;27/03/2023 15:31:26;74063;40;questionnaire-s5wi;;28462266;0kpehn4b;8455709;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1280x720;1280x609;Social_Task_Done;;;Demographics;9;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;31;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;84176
1;1679928790003;27/03/2023 14:53:10;1679928789888;1;27/03/2023 15:53:09;74063;40;questionnaire-s5wi;;28463019;xgotpj2y;8456027;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1920x1080;1920x969;Social_Task_Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;30;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;12264
1;1679929220291;27/03/2023 15:00:20;1679929221513;1;27/03/2023 16:00:21;74063;40;questionnaire-s5wi;;28463291;vg0xdi3r;8456132;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 111.0.1661.51;1536x864;1536x754;Space Task Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;20;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;;Asian or Asian British;;;;;65345
1;1679935352313;27/03/2023 16:42:32;1679935351521;1;27/03/2023 17:42:31;74063;40;questionnaire-s5wi;;28467548;2sjffux1;8458390;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1920x1080;1920x1011;Space Task Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;24;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;;depression and anxiety;Yes (please specify);;Asian or Asian British;;;;;47299
1;1679937966370;27/03/2023 17:26:06;1679937966171;1;27/03/2023 18:26:06;74063;40;questionnaire-s5wi;;28468607;lfdom2bp;8459149;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1920x1080;1270x937;Space Task Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;19;United Kingdom;;;Male;;;;;;High School;;;;;;;;;Student;;;;No;;;;Asian or Asian British;;;;;20088
1;1680008341245;28/03/2023 12:59:01;1680008341131;1;28/03/2023 13:59:01;74063;40;questionnaire-s5wi;;28488024;c84i4wi4;8466914;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1280x720;1280x609;Social_Task_Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;20;United Kingdom;;;;;Non-binary;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;21203
1;1680009031769;28/03/2023 13:10:31;1680009031628;1;28/03/2023 14:10:31;74063;40;questionnaire-s5wi;;28488469;1kv36lho;8467189;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1920x1080;1920x912;CEQ__cannabis_user_done;;;Demographics;9;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;20;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;;Student;;;;;depression;Yes (please specify);;Asian or Asian British;;;;;25585
1;1680010033766;28/03/2023 13:27:13;1680010033687;1;28/03/2023 14:27:13;74063;40;questionnaire-s5wi;;28489091;9nlmernu;8467388;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 111.0.1661.51;1536x864;1092x746;Social_Task_Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;20;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;White;;;;;;79121
1;1680011274563;28/03/2023 13:47:54;1680011271523;1;28/03/2023 14:47:51;74063;40;questionnaire-s5wi;;28489928;sa9kb88k;8467659;;live;;;computer;Desktop or Laptop;Windows 10;Edge 111.0.1661.54;1536x864;1536x746;Social Task Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;19;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;99135
1;1680013168381;28/03/2023 14:19:28;1680013168299;1;28/03/2023 15:19:28;74063;40;questionnaire-s5wi;;28491124;2sprp38z;8468087;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1440x900;1362x674;Social Task Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;31;United Kingdom;;;;Female;;;;;;;Master's Degree;;;;;Part-time employment;;;;;;No;;;White;;;;;;17981
1;1680022158755;28/03/2023 16:49:18;1680022156654;1;28/03/2023 17:49:16;74063;40;questionnaire-s5wi;;28498361;hsvcsmky;8468763;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1440x900;1440x677;Space Task Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;31;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;17694
1;1680094276969;29/03/2023 12:51:16;1680094276215;1;29/03/2023 13:51:16;74063;40;questionnaire-s5wi;;28524210;tqfhflu3;8477499;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 111.0;2560x1440;1278x1285;Social_Task_Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;20;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;17488
1;1680104224905;29/03/2023 15:37:04;1680104227392;1;29/03/2023 16:37:07;74063;40;questionnaire-s5wi;;28530259;c1b7ajzb;8479650;;live;;;computer;Desktop or Laptop;Windows 10;Edge 111.0.1661.44;1536x864;1479x746;Social Task Done;;;Demographics;9;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;20;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;;Student;;;;;Depression;Yes (please specify);;Asian or Asian British;;;;;31561
1;1680111277182;29/03/2023 17:34:37;1680111277106;1;29/03/2023 18:34:37;74063;40;questionnaire-s5wi;;28532956;8fetnwaq;8480673;;live;;;mobile;Apple iPhone;iOS 16.3.1;Mobile Safari 16.3;428x926;428x745;Social Task Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;20;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;282402
1;1680132536243;29/03/2023 23:28:56;1680132536256;1;30/03/2023 00:28:56;74063;40;questionnaire-s5wi;;28539313;umfca4cc;8483015;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1920x1080;1920x937;CEQ__cannabis_user_done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;19;United Kingdom;;;Male;;;;;;High School;;;;;;;;;Student;;;;No;;;White;;;;;;15046
1;1680170063710;30/03/2023 09:54:23;1680170064350;1;30/03/2023 10:54:24;74063;40;questionnaire-s5wi;;28545619;d79my6po;8486133;;live;;;computer;Desktop or Laptop;Windows 10;Edge 111.0.1661.54;1280x720;1223x577;CEQ__cannabis_user_done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;30;United Kingdom;;;;Female;;;;;;;Master's Degree;;;;Full time employment;;;;;;;;Anxiety + Depression;Yes (please specify);;Asian or Asian British;;;;;22126
1;1680175620884;30/03/2023 11:27:00;1680175620686;1;30/03/2023 12:27:00;74063;40;questionnaire-s5wi;;28550375;6eldy3j6;8487885;;live;;;tablet;Apple iPad;iOS 16.3;Chrome 111.0.5563.101;820x1180;820x1061;CEQ__cannabis_user_done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;24;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;;depression, anxiety;Yes (please specify);White;;;;;;35838
1;1680384441914;01/04/2023 21:27:21;1680384442748;1;01/04/2023 22:27:22;74063;40;questionnaire-s5wi;;28603127;jy4z8pjw;8511879;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1440x900;1440x757;Space Task Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;22;United Kingdom;;;;Female;;;;;;;Master's Degree;;;;;;;Student;;;;;Depression;Yes (please specify);;Asian or Asian British;;;;;48534
