Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;age;country-1;country-text;country-other;sex-1;sex-2;sex-3;sex-text;sex-other;education-1;education-2;education-3;education-4;education-5;education-text;education-other;occupation-1;occupation-2;occupation-3;occupation-4;occupation-5;occupation-text;occupation-other;mental_health_disorder_yes_no-1;mental_health_disorder_yes_no-text;mental_health_disorder_yes_no-other;ethnicity-1;ethnicity-2;ethnicity-3;ethnicity-4;ethnicity-text;ethnicity-other;END QUESTIONNAIRE
1;1675720884755;06/02/2023 22:01:24;1675720884542;0;06/02/2023 22:01:24;74063;38;questionnaire-s5wi;;26996146;zpn44oxu;8018623;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;2356x1177;2356x1030;Social_Task_Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;26;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;545053
1;1675720884061;06/02/2023 22:01:24;1675720883955;0;06/02/2023 22:01:23;74063;38;questionnaire-s5wi;;26996145;65h86ox2;8018676;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4876.210;2356x1177;2356x1030;Social_Task_Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;34;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;545740
1;1675720887834;06/02/2023 22:01:27;1675720887529;0;06/02/2023 22:01:27;74063;38;questionnaire-s5wi;;26996144;rcdsso0i;8018679;;complete;;;computer;Desktop or Laptop;Windows NT 11.0;Chrome 99.0.4868.153;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;30;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;542179
1;1675720886304;06/02/2023 22:01:26;1675720886179;0;06/02/2023 22:01:26;74063;38;questionnaire-s5wi;;26996143;yl3rana8;8018682;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 100.0.4896.127;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;31;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;543532
1;1675720884943;06/02/2023 22:01:24;1675720884755;0;06/02/2023 22:01:24;74063;38;questionnaire-s5wi;;26996142;h35rvka2;8018690;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.1150.55;2356x1177;2356x1030;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;34;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;544833
1;1675720884254;06/02/2023 22:01:24;1675720884129;0;06/02/2023 22:01:24;74063;38;questionnaire-s5wi;;26996141;fz50m487;8018657;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4859.117;2356x1177;2356x1030;Social_Task_Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;26;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;545533
1;1675720885993;06/02/2023 22:01:25;1675720885912;0;06/02/2023 22:01:25;74063;38;questionnaire-s5wi;;26996140;ftgwjdkr;8018627;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 103.0.9999.0;2356x1177;2356x1030;Social_Task_Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;27;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;543822
1;1675719543556;06/02/2023 21:39:03;1675719518416;-8;06/02/2023 13:38:38;74063;38;questionnaire-s5wi;;26995562;s048wa4a;8018561;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;2560x1440;1986x1163;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;25;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;;I have been diagnosed with major depression;Yes (please specify);White;;;;;;90779
1;1675718696012;06/02/2023 21:24:56;1675718696582;1;06/02/2023 22:24:56;74063;38;questionnaire-s5wi;;26995245;tjho91s6;8018463;;live;;;mobile;undefined TECNO LC8;Android 10;Chrome 109.0.0.0;360x820;360x668;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;30;United Kingdom;;;Male;;;;;;;;Master's Degree;;;;Full time employment;;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;65418
1;1675705064905;06/02/2023 17:37:44;1675705065468;0;06/02/2023 17:37:45;74063;38;questionnaire-s5wi;;26990204;tgjllqij;8016788;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x720;1280x569;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;19;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;White;;;;;;43980
1;1675704860711;06/02/2023 17:34:20;1675704861539;0;06/02/2023 17:34:21;74063;38;questionnaire-s5wi;;26990080;ti4jc08k;8016646;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 109.0.1518.78;1536x864;1490x714;Space Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;20;United Kingdom;;;;;Non-binary;;;;High School;;;;;;;;;Student;;;;;Anxiety Disorder;Yes (please specify);;;Black/Black African/Black Caribbean/Black British;;;;36147
1;1675686472456;06/02/2023 12:27:52;1675686471152;5.5;06/02/2023 17:57:51;74063;38;questionnaire-s5wi;;26977443;saafegcn;8010790;;complete;;;mobile;undefined IN2021;Android 12;Chrome 96.0.4664.104;360x792;360x705;Social_Task_Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;22;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;;Asian or Asian British;;;;;26961
1;1675667803606;06/02/2023 07:16:43;1675667801213;5.5;06/02/2023 12:46:41;74063;38;questionnaire-s5wi;;26965149;sgyuq3o0;8007755;;live;;;computer;Desktop or Laptop;Linux x86_64;Chrome 109.0.0.0;360x800;980x1883;Social Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;21;;India ;Other (please specify);;Female;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;;Asian or Asian British;;;;;44430
1;1675537949679;04/02/2023 19:12:29;1675537948720;3;04/02/2023 22:12:28;74063;38;questionnaire-s5wi;;26943506;aiunup09;8001839;;live;;;mobile;Nokia C1;Android 9;Chrome 109.0.0.0;377x753;377x627;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;25;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;37153
1;1675497166332;04/02/2023 07:52:46;1675497133323;-5;04/02/2023 02:52:13;74063;38;questionnaire-s5wi;;26931925;vdjec7p3;7999204;;live;;;computer;Desktop or Laptop;Windows 8;Chrome 107.0.5304.68;1920x1080;929x932;CEQ_done_no_cannabis;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;37;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;157720
1;1675494724032;04/02/2023 07:12:04;1675494717527;8;04/02/2023 15:11:57;74063;38;questionnaire-s5wi;;26931791;yeblwykr;7999175;;live;;;computer;Desktop or Laptop;Windows 8.1;Chrome 108.0.5359.72;1366x768;1034x588;CEQ_done_no_cannabis;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;20;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;;bipolar disorder;Yes (please specify);White;;;;;;38727
1;1675492298953;04/02/2023 06:31:38;1675492340890;0;04/02/2023 06:32:20;74063;38;questionnaire-s5wi;;26931668;p9jc1vwy;7999131;;live;;;computer;Desktop or Laptop;Windows 7;Chrome 107.0.0.0;1920x1080;929x932;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;20;United Kingdom;;;Male;;;;;Some High School;;;;;;;;;;;Prefer not to say;;;No;;;White;;;;;;43748
1;1675488203042;04/02/2023 05:23:23;1675488202093;5.5;04/02/2023 10:53:22;74063;38;questionnaire-s5wi;;26931278;gpki7m4w;7999041;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1536x864;1536x722;Space Task Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;32;;India;Other (please specify);Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;;Depression and Anxiety;Yes (please specify);;Asian or Asian British;;;;;64124
1;1675487684356;04/02/2023 05:14:44;1675487685436;0;04/02/2023 05:14:45;74063;38;questionnaire-s5wi;;26931257;55hfuvk9;7999028;;live;;;computer;Desktop or Laptop;Windows 8;Chrome 93.0.4577.63;1920x1080;1920x938;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;22;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;;Anxiety disorder;Yes (please specify);;Asian or Asian British;;;;;116988
1;1675456348657;03/02/2023 20:32:28;1675456347038;3;03/02/2023 23:32:27;74063;38;questionnaire-s5wi;;26925007;w87cvdx9;7997212;;live;;;mobile;undefined TECNO KG5j;Android 11;Opera 66.2.2254.64268;360x806;360x606;CEQ_done_no_cannabis;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;27;United Kingdom;;;Male;;;;;;;;Master's Degree;;;;;Part-time employment;;;;;;No;;;White;;;;;;101204
1;1675453588045;03/02/2023 19:46:28;1675453586977;3;03/02/2023 22:46:26;74063;38;questionnaire-s5wi;;26924131;jkmnqoqd;7996969;;live;;;mobile;Nokia C1;Android 9;Chrome 109.0.0.0;377x753;377x627;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;24;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;97276
1;1675452133061;03/02/2023 19:22:13;1675452132328;3;03/02/2023 22:22:12;74063;38;questionnaire-s5wi;;26923640;jvgpw3o2;7996851;;live;;;mobile;Nokia C1;Android 9;Chrome 109.0.0.0;377x753;377x627;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;20;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;White;;;;;;53889
1;1675401956937;03/02/2023 05:25:56;1675401956093;3;03/02/2023 08:25:56;74063;38;questionnaire-s5wi;;26903050;odc87n80;7991011;;live;;;mobile;Samsung SM-G9350;Android 8.0.0;Opera 67.0.2254.64466;320x569;320x429;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;22;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;21194
1;1675401379104;03/02/2023 05:16:19;1675401379750;6;03/02/2023 11:16:19;74063;38;questionnaire-s5wi;;26903011;o1qg948x;7990993;;live;;;mobile;Samsung SM-G965N;Android 7.1.2;Chrome 109.0.0.0;1067x600;1067x480;CEQ_done_no_cannabis;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;22;;Bangladesh;Other (please specify);Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;;;;;South Asian;Other ethnic group (please specify);103945
1;1675361881018;02/02/2023 18:18:01;1675361880814;5.5;02/02/2023 23:48:00;74063;38;questionnaire-s5wi;;26892751;xjq41ayk;7988229;;live;;;mobile;Apple iPhone;iOS 16.2;GSA 242.1.493995244;390x844;390x643;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;23;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;;Asian or Asian British;;;;;33475
1;1675348934024;02/02/2023 14:42:14;1675348933011;2;02/02/2023 16:42:13;74063;38;questionnaire-s5wi;;26883499;3v6upma2;7985744;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x1024;1280x919;Social_Task_Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;21;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;;;;Mixed or Multiple ethnic background;;;43231
1;1675347164406;02/02/2023 14:12:44;1675347163423;2;02/02/2023 16:12:43;74063;38;questionnaire-s5wi;;26881740;i5pcgt1u;7985331;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x1024;1280x919;Social_Task_Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;19;United Kingdom;;;Male;;;;;;High School;;;;;;;;;;Prefer not to say;;;No;;;;;;Mixed or Multiple ethnic background;;;28373
1;1675344103314;02/02/2023 13:21:43;1675344102345;2;02/02/2023 15:21:42;74063;38;questionnaire-s5wi;;26879835;ct84b29h;7984772;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x1024;1280x919;Social_Task_Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;22;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;32061
1;1675342413769;02/02/2023 12:53:33;1675342412823;2;02/02/2023 14:53:32;74063;38;questionnaire-s5wi;;26878822;19rjll7q;7984273;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x1024;1280x919;Social Task Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;23;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;Not employed;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;16745
1;1675265697314;01/02/2023 15:34:57;1675265697218;0;01/02/2023 15:34:57;74063;38;questionnaire-s5wi;;26852211;9jlvbu1q;7976418;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 109.0.1518.70;1920x1080;1873x969;Social_Task_Done;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;31;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;;Depression;Yes (please specify);White;;;;;;21848
1;1676924681745;20/02/2023 20:24:41;1676924681670;0;20/02/2023 20:24:41;74063;38;questionnaire-s5wi;;27383258;ihbsi15z;8137988;;live;;;mobile;Apple iPhone;iOS 16.0.3;Safari 16.0;414x896;414x727;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;17;United Kingdom;;;Male;;;;;;High School;;;;;;;Part-time employment;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;15238
1;1676925176524;20/02/2023 20:32:56;1676925176279;0;20/02/2023 20:32:56;74063;38;questionnaire-s5wi;;27383552;bdg8t8x4;8138065;;live;;;mobile;Apple iPhone;iOS 16.2;Mobile Safari 16.2;390x844;390x664;Social Task Done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;22;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;;;;Mixed or Multiple ethnic background;;;20439
1;1676925626503;20/02/2023 20:40:26;1676925575852;0;20/02/2023 20:39:35;74063;38;questionnaire-s5wi;;27383848;ss7sj6dn;8138149;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 108.0.0.0;1470x956;1470x809;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;21;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;11473
1;1676929171414;20/02/2023 21:39:31;1676929171096;1;20/02/2023 22:39:31;74063;38;questionnaire-s5wi;;27386306;usaacgvo;8138758;;live;;;mobile;Apple iPhone;iOS 15.6.1;Mobile Safari 15.6.1;390x844;390x663;CEQ_done_no_cannabis;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;27;;italy;Other (please specify);;Female;;;;;;;Master's Degree;;;;Full time employment;;;;;;;No;;;White;;;;;;50765
1;1676929432050;20/02/2023 21:43:52;1676929431836;0;20/02/2023 21:43:51;74063;38;questionnaire-s5wi;;27386461;e3e6x3sd;8138780;;complete;;;mobile;Apple iPhone;iOS 16.1.2;Mobile Safari 16.1;414x896;360x622;Social_Task_Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;26;United Kingdom;;;;Female;;;;;High School;;;;;;;;Not employed;;;;;;Bpd;Yes (please specify);White;;;;;;71960
1;1676930573031;20/02/2023 22:02:53;1676930573722;0;20/02/2023 22:02:53;74063;38;questionnaire-s5wi;;27387162;5eq9bqkx;8138945;;complete;;;mobile;Apple iPhone;iOS 15.1.1;Mobile Safari 15.1;428x926;428x746;Social_Task_Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;25;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;;;;Mixed or Multiple ethnic background;;;23106
1;1676933110726;20/02/2023 22:45:10;1676933109774;0;20/02/2023 22:45:09;74063;38;questionnaire-s5wi;;27388524;kd1x98zf;8139253;;live;;;computer;Desktop or Laptop;Windows 10;Edge 110.0.1587.50;1536x864;1536x746;CEQ_done_no_cannabis;;;Demographics;8;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;18;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;;Asian or Asian British;;;;;16289
1;1676954562699;21/02/2023 04:42:42;1676954562494;7;21/02/2023 11:42:42;74063;38;questionnaire-s5wi;;27392752;22kcyq75;8140288;;live;;;mobile;Apple iPhone;iOS 16.0.3;Mobile Safari 16.0;428x926;428x746;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;;;;No;25;;thailand;Other (please specify);Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;78925
1;1676971931838;21/02/2023 09:32:11;1676971931650;0;21/02/2023 09:32:11;74063;38;questionnaire-s5wi;;27395568;yz2rull7;8141093;;complete;;;mobile;Apple iPhone;iOS 16.2;Mobile Safari 16.2;390x844;390x663;Space Task Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;25;United Kingdom;;;;;Non-binary;;;;;Bachelor's Degree;;;;;;;;Student;;;;;ADHD;Yes (please specify);;;;;White Latin;Other ethnic group (please specify);60041
1;1676983291697;21/02/2023 12:41:31;1676983293264;0;21/02/2023 12:41:33;74063;38;questionnaire-s5wi;;27406252;i24pkehs;8144431;;live;;;computer;Desktop or Laptop;Windows 10;Edge 110.0.1587.46;1366x768;1366x657;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;24;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;14277
1;1676988285794;21/02/2023 14:04:45;1676988285591;0;21/02/2023 14:04:45;74063;38;questionnaire-s5wi;;27411102;ui5ovlhr;8145818;;live;;;mobile;Apple iPhone;iOS 16.0.3;Instagram 269.0.0.13.76;428x926;428x760;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;24;United Kingdom;;;Male;;;;;;High School;;;;;;;;;;Prefer not to say;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;66341
1;1676993135709;21/02/2023 15:25:35;1676993135550;0;21/02/2023 15:25:35;74063;38;questionnaire-s5wi;;27415913;t26n5y2e;8147181;;live;;;mobile;Apple iPhone;iOS 16.1.1;Mobile Safari 16.1;414x736;414x617;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;35;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;;Asian or Asian British;;;;;28099
1;1676994617485;21/02/2023 15:50:17;1676994617360;0;21/02/2023 15:50:17;74063;38;questionnaire-s5wi;;27417455;j16h9vw7;8147646;;live;;;mobile;Apple iPhone;iOS 15.3.1;Instagram 270.0.0.13.83;390x844;390x675;CEQ__cannabis_user_done;;;Demographics;8;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;23;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;;Asian or Asian British;;;;;20853
1;1676994657337;21/02/2023 15:50:57;1676994657016;4;21/02/2023 19:50:57;74063;38;questionnaire-s5wi;;27417496;kwyfbduu;8147668;;live;;;mobile;Samsung SM-S908E;Android 13;Samsung Browser 20.0;412x883;412x710;Social Task Done;;;Demographics;8;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;38;;Uae;Other (please specify);;Female;;;;;;;Master's Degree;;;;Full time employment;;;;;;;No;;;;Asian or Asian British;;;;;25646
