Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;age;country-1;country-text;country-other;sex-1;sex-2;sex-3;sex-text;sex-other;education-1;education-2;education-3;education-4;education-5;education-text;education-other;occupation-1;occupation-2;occupation-3;occupation-4;occupation-5;occupation-text;occupation-other;mental_health_disorder_yes_no-1;mental_health_disorder_yes_no-text;mental_health_disorder_yes_no-other;ethnicity-1;ethnicity-2;ethnicity-3;ethnicity-4;ethnicity-text;ethnicity-other;END QUESTIONNAIRE
1;1678167548000;07/03/2023 05:39:08;1678167547272;1;07/03/2023 06:39:07;74063;39;questionnaire-s5wi;;27885245;yj0dxuvd;8282559;;live;;;mobile;Apple iPhone;iOS 16.2;Mobile Safari 16.2;414x896;808x370;CEQ__cannabis_user_done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;27;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;White;;;;;;31794
1;1678175502706;07/03/2023 07:51:42;1678175502536;3;07/03/2023 10:51:42;74063;39;questionnaire-s5wi;;27886032;hon510sg;8282817;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1366x768;1366x667;Space Task Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;25;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;;Asian or Asian British;;;;;42585
1;1678178827137;07/03/2023 08:47:07;1678178826928;3;07/03/2023 11:47:06;74063;39;questionnaire-s5wi;;27886900;59v1170o;8283009;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1366x768;1366x667;Space Task Done;;;Demographics;9;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;27;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;Not employed;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;33362
1;1678181401806;07/03/2023 09:30:01;1678181401392;1;07/03/2023 10:30:01;74063;39;questionnaire-s5wi;;27887769;sm54ek4a;8283265;;complete;;;mobile;undefined Infinix X683;Android 10;Chrome 104.0.0.0;360x820;360x676;Social_Task_Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;25;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;White;;;;;;10615
1;1678186531262;07/03/2023 10:55:31;1678186531084;5.5;07/03/2023 16:25:31;74063;39;questionnaire-s5wi;;27891554;5ereck3c;8284277;;complete;;;mobile;Apple iPhone;iOS 15.4;Chrome 110.0.5481.114;414x896;414x720;Social_Task_Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;28;;India;Other (please specify);Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;;Asian or Asian British;;;;;121241
1;1678189108081;07/03/2023 11:38:28;1678189107866;5.5;07/03/2023 17:08:27;74063;39;questionnaire-s5wi;;27893444;dp4bh67g;8284688;;complete;;;mobile;Apple iPhone;iOS 15.4;Chrome 110.0.5481.114;414x896;414x720;Social_Task_Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;27;;India;Other (please specify);Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;;Asian or Asian British;;;;;28232
1;1678192316362;07/03/2023 12:31:56;1678192316223;5.5;07/03/2023 18:01:56;74063;39;questionnaire-s5wi;;27895735;ojo1wri6;8285275;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1280x720;1280x577;Space Task Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;31;;INDIA;Other (please specify);Male;;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;;Asian or Asian British;;;;;22883
1;1678200856466;07/03/2023 14:54:16;1678200856047;3;07/03/2023 17:54:16;74063;39;questionnaire-s5wi;;27902071;cixassuq;8289165;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1366x768;1366x667;Social_Task_Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;24;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;34736
1;1678205818968;07/03/2023 16:16:58;1678205818438;5.5;07/03/2023 21:46:58;74063;39;questionnaire-s5wi;;27907641;kqsbxln7;8290416;;live;;;mobile;Apple iPhone;iOS 15.4;Chrome 110.0.5481.114;414x896;414x720;CEQ_done_no_cannabis;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;20;;India;Other (please specify);;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;;ADHD and anxiety ;Yes (please specify);;Asian or Asian British;;;;;58930
1;1678206621412;07/03/2023 16:30:21;1678206621081;0;07/03/2023 16:30:21;74063;39;questionnaire-s5wi;;27908149;gy0ncb30;8290496;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1920x1080;958x959;CEQ__cannabis_user_done;;;Demographics;9;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;28;United Kingdom;;;;Female;;;;;;;;PhD or higher;;;Full time employment;;;;;;;No;;;White;;;;;;15145
1;1678207750386;07/03/2023 16:49:10;1678207750043;5.5;07/03/2023 22:19:10;74063;39;questionnaire-s5wi;;27908903;0uq50z5l;8290750;;complete;;;mobile;Apple iPhone;iOS 15.4;Chrome 110.0.5481.114;414x896;414x720;Social_Task_Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;20;;India;Other (please specify);;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;;Anxiety and ADHD;Yes (please specify);;Asian or Asian British;;;;;38362
1;1678251390345;08/03/2023 04:56:30;1678251390060;5.5;08/03/2023 10:26:30;74063;39;questionnaire-s5wi;;27924859;pnm8h91a;8294921;;complete;;;mobile;Apple iPhone;iOS 15.4;Chrome 110.0.5481.114;414x896;414x720;Social_Task_Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;25;;India;Other (please specify);Male;;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;;;;;South Asian;Other ethnic group (please specify);70653
1;1678272639961;08/03/2023 10:50:39;1678272638496;3;08/03/2023 13:50:38;74063;39;questionnaire-s5wi;;27931314;tkwingcd;8296767;;complete;;;mobile;OPPO CPH2067;Android 11;Chrome 110.0.0.0;800x360;720x268;Social_Task_Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;23;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;29104
1;1678304063935;08/03/2023 19:34:23;1678304063642;5.5;09/03/2023 01:04:23;74063;39;questionnaire-s5wi;;27953918;5ndww8dh;8302231;;live;;;mobile;Apple iPhone;iOS 15.4;Chrome 110.0.5481.114;414x896;414x720;CEQ_done_no_cannabis;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;30;;India;Other (please specify);;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;;Asian or Asian British;;;;;89063
1;1678413326683;10/03/2023 01:55:26;1678413326639;0;10/03/2023 01:55:26;74063;39;questionnaire-s5wi;;27999836;2zpgi8wf;8315650;;live;;;mobile;Apple iPhone;iOS 16.1.2;Instagram 273.0.0.16.70;390x844;390x754;CEQ__cannabis_user_done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;25;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;Full time employment;;;;;;;No;;;;Asian or Asian British;;;;;42595
1;1678572175609;11/03/2023 22:02:55;1678572175548;-5;11/03/2023 17:02:55;74063;39;questionnaire-s5wi;;28052596;h3gvd8o8;8328183;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1366x768;1366x617;Social_Task_Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;24;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;No;;;;;Black/Black African/Black Caribbean/Black British;;;;16604
1;1678698461669;13/03/2023 09:07:41;1678698461525;0;13/03/2023 09:07:41;74063;39;questionnaire-s5wi;;28076934;unbfmxgu;8335258;;complete;;;mobile;Apple iPhone;iOS 16.2;Mobile Safari 16.2;414x896;800x331;Social_Task_Done;;;Demographics;9;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;19;United Kingdom;;;;Female;;;;;High School;;;;;;;;;Student;;;;;depression, anxiety, anorexiA;Yes (please specify);White;;;;;;67540
1;1678708028039;13/03/2023 11:47:08;1678708028011;0;13/03/2023 11:47:08;74063;39;questionnaire-s5wi;;28082843;9ua8uhit;8336875;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1920x1080;1920x937;Social Task Done;;;Demographics;9;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;25;United Kingdom;;;;Female;;;;;;;Master's Degree;;;;Full time employment;;;;;;;No;;;White;;;;;;10267
1;1678708051098;13/03/2023 11:47:31;1678708051750;0;13/03/2023 11:47:31;74063;39;questionnaire-s5wi;;28082860;4x0fl2dz;8336882;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 111.0.0.0;1920x1080;1920x937;Space Task Done;;;Demographics;9;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;22;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;;;Student;;;;;Autism spectrum disorder;Yes (please specify);White;;;;;;53816
1;1678708300356;13/03/2023 11:51:40;1678708300090;0;13/03/2023 11:51:40;74063;39;questionnaire-s5wi;;28083015;uk14mnaf;8336908;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.6;1440x900;1340x713;CEQ__cannabis_user_done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;24;United Kingdom;;;;Female;;;;;;;Master's Degree;;;;;;;Student;;;;No;;;White;;;;;;18988
1;1678708455685;13/03/2023 11:54:15;1678708455580;0;13/03/2023 11:54:15;74063;39;questionnaire-s5wi;;28083087;98d1fvai;8336935;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x821;Space Task Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;20;United Kingdom;;;Male;;;;;;;Bachelor's Degree;;;;;;;;Student;;;;;ADHD;Yes (please specify);White;;;;;;68328
1;1678708592441;13/03/2023 11:56:32;1678708592308;0;13/03/2023 11:56:32;74063;39;questionnaire-s5wi;;28083168;5y61zvb2;8336957;;complete;;;mobile;Apple iPhone;iOS 16.0.3;Mobile Safari 16.0;393x852;393x660;Space Task Done;;;Demographics;9;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;21;United Kingdom;;;;Female;;;;;;Bachelor's Degree;;;;;;Part-time employment;;;;;;;Depression/anixety;Yes (please specify);White;;;;;;43846
